geometry_type,latitude,longitude,global_id,name,category,sub_type,management,education,poi_type,number_of_teachers,number_of_students,ward_code,source,ward_name,lga_code,lga_name,state_code,state_name,lon,lat
POINT,9.38793540100005,8.382235765000075,09fc1e9b-0a11-4fd5-826d-37e7845eaad4,Anglican Nursery and Primary School,Primary,Standard,Private,Formal,School,,,KD0705,NMIS,Godogodo,19007,Jema'A,KD,Kaduna,8.382235765000075,9.38793540100005
POINT,10.145156591000045,8.522184250000066,0a0239ef-9a30-45ff-87bc-b8cc1813b2f8,Normadic Primary School Jamaar Iya,Primary,Primary,Public,Formal,School,,,KD1703,NMIS,Garu Mariri,19017,Lere,KD,Kaduna,8.522184250000066,10.145156591000045
POINT,9.437513351000064,8.352500796000072,0a0d2a40-34f0-4d75-bb90-b18a0e9e5f10,Model Primary School Godogodo,Primary,Standard,Public,Formal,School,,,KD0705,NMIS,Godogodo,19007,Jema'A,KD,Kaduna,8.352500796000072,9.437513351000064
POINT,10.456529260000025,7.4650137300000665,0a2612de-7e57-4e95-b347-0bc92a43b0f8,Lite Academy,Secondary,Aggregate,Private,Formal,School,,,KD0211,NMIS,Sabon Tasha,19002,Chikun,KD,Kaduna,7.4650137300000665,10.456529260000025
POINT,11.248139931000026,7.474432080000042,0a357352-03b1-43fd-8b92-7f071f2a1486,Government Day Secondary School Giwa,Secondary,Standard,Public,Formal,School,,,KD0306,NMIS,Kakangi,19003,Giwa,KD,Kaduna,7.474432080000042,11.248139931000026
POINT,10.662199260000023,6.393409967000025,0a3d9992-6759-47a5-a14d-16d432f4d1a6,Universal Basic Education,Primary,Standard,Public,Formal,School,,,KD0104,NMIS,Magajin Gari 2,19001,Birnin Gwari,KD,Kaduna,6.393409967000025,10.662199260000023
POINT,10.823997640000073,7.271543100000031,0a558f05-a2b0-4f1a-a8e2-a9217ee03cd1,Universal Basic Education Primary School Rikau,Primary,Primary,Public,Formal,School,,,KD0410,NMIS,Sabon Birnin,19004,Igabi,KD,Kaduna,7.271543100000031,10.823997640000073
POINT,11.106801430000075,7.723313090000033,0a69b23b-2064-4065-9c25-b2a6e46e7f92,Nigerian Railway Staff School,Primary,Primary,Public,Formal,School,,,KD1903,NMIS,Chikaji,19019,Sabon Gari,KD,Kaduna,7.723313090000033,11.106801430000075
POINT,9.20898703000006,8.313775560000067,0a7afe3a-1a28-4f48-bc1d-e4e6e5cdeec4,Universal Basic Education Ankolo,Primary,Primary,Public,Formal,School,,,KD2002,NMIS,Arak,19020,Sanga,KD,Kaduna,8.313775560000067,9.20898703000006
POINT,9.561670250000077,8.303993130000038,0a9a64b6-9524-41d1-b013-b569809f40c2,Universal Basic Education Takau 2,Primary,Primary,Public,Formal,School,,,KD0712,NMIS,Takau,19007,Jema'A,KD,Kaduna,8.303993130000038,9.561670250000077
POINT,9.150324000000069,8.410533000000044,0aac8e65-8dfb-4cc4-b275-1ee1882919da,Ungwan Makama Pilot Science Primary School,Primary,Primary,Public,Formal,School,,,KD2010,NMIS,Ninzo West,19020,Sanga,KD,Kaduna,8.410533000000044,9.150324000000069
POINT,10.04081227100005,7.10638952000005,0ab0b5fb-2876-4edc-92c3-b9cf36026006,LGEA Katarma I,Primary,Primary,Public,Formal,School,,,KD0201,NMIS,Chikun,19002,Chikun,KD,Kaduna,7.10638952000005,10.04081227100005
POINT,11.318165661000023,7.79482662700002,0ac9c2c4-1d55-470c-b9ee-1759b041ac24,LEA Masaka,Primary,Primary,Public,Formal,School,,,KD1601,NMIS,Doka,19016,Kudan,KD,Kaduna,7.79482662700002,11.318165661000023
POINT,10.92041596000007,7.647912360000021,0adaa392-7631-4de3-a941-ce2a0ca97d75,Eccde Lamban Zango Pre Primary School,Primary,Standard,Public,Formal,School,,,KD0412,NMIS,Zangon Aya,19004,Igabi,KD,Kaduna,7.647912360000021,10.92041596000007
POINT,10.47758667100004,7.455600710000056,0af57a01-11eb-4e99-967e-d570a9fe1be7,Harry Royal Academy,Secondary,Aggregate,Private,Formal,School,,,KD0207,NMIS,Narayi,19002,Chikun,KD,Kaduna,7.455600710000056,10.47758667100004
POINT,10.467541671000049,7.4223066670000435,0b12cb47-5e92-4511-8909-615aacb17654,Green Fields International School,Primary,Standard,Private,Integrated,School,,,KD1002,NMIS,Barnawa,19010,Kaduna South,KD,Kaduna,7.4223066670000435,10.467541671000049
POINT,9.548921585000073,8.30613076700007,0b1e497d-c691-4851-a7d2-af64cb60dcdd,LGEA Unicef Model Primary School Tudun Wada Kaninkon,Primary,Standard,Public,Formal,School,,,KD0710,NMIS,Kaninkon,19007,Jema'A,KD,Kaduna,8.30613076700007,9.548921585000073
POINT,9.792983334000041,8.51738666700004,0b1f871b-597e-4a7f-8f7f-c303a2a67880,Universal Basic Education Primary School,Primary,Primary,Public,Formal,School,,,KD1411,NMIS,Pari,19014,Kauru,KD,Kaduna,8.51738666700004,9.792983334000041
POINT,9.779534341000044,8.274933880000049,0b26aea2-a6b5-4bc2-9ea8-03de4436a182,Government Girls College Zonkwa,Secondary,Standard,Public,Formal,School,,,KD2210,NMIS,Zonkwa,19022,Zangon Kataf,KD,Kaduna,8.274933880000049,9.779534341000044
POINT,10.485125180000068,8.749580383000023,0b2cc0d6-3e87-4944-a540-f224a95a54b9,Universal Basic Education Jura Ll,Primary,Primary,Public,Formal,School,,,KD1702,NMIS,Dan Alhaji,19017,Lere,KD,Kaduna,8.749580383000023,10.485125180000068
POINT,10.468131431000074,7.39783637000005,0b2e1363-fbbf-4571-b8fe-7447f31e6fed,Winny International School,Primary,Primary,Private,Formal,School,,,KD0208,NMIS,Nassarawa,19002,Chikun,KD,Kaduna,7.39783637000005,10.468131431000074
POINT,11.196378201000073,7.580329120000044,0b432483-9b16-43c4-b588-22b2aaa1f000,LGEA Primary School Hayin Gada B,Primary,Standard,Public,Formal,School,,,KD0309,NMIS,Shika,19003,Giwa,KD,Kaduna,7.580329120000044,11.196378201000073
POINT,10.999546051000038,7.637407780000046,0b624b3d-075d-40f5-8e32-191715763ff9,Universal Basic Education Tudun Gaude,Primary,Standard,Public,Formal,School,,,KD2301,NMIS,Dutsen Abba,19023,Zaria,KD,Kaduna,7.637407780000046,10.999546051000038
POINT,10.923478600000067,6.757493019000037,0b6c4502-a835-4518-84c5-f00102db498b,Universal Basic Education Primary School Maganda Ii,Primary,Primary,Public,Formal,School,,,KD0105,NMIS,Magajin Gari 3,19001,Birnin Gwari,KD,Kaduna,6.757493019000037,10.923478600000067
POINT,11.109092830000066,8.043687344000034,0b6f355a-d1b6-4aaa-a76f-c1842a559e25,Universal Basic Education Daa Primary School,Primary,Primary,Public,Formal,School,,,KD2110,NMIS,Turawa,19021,Soba,KD,Kaduna,8.043687344000034,11.109092830000066
POINT,11.233161090000067,8.055768013000034,0b74de67-3ee0-4634-b8e1-e78d36f5c131,Universal Basic Education Anguwan Bazai,Primary,Primary,Public,Formal,School,,,KD1805,NMIS,Gubuchi,19018,Makarfi,KD,Kaduna,8.055768013000034,11.233161090000067
POINT,10.927112700000066,7.717871040000034,0b7c56ce-ffef-4f9c-b06f-1e17acab7304,Universal Basic Education Damari Gari Primary School,Primary,Primary,Public,Formal,School,,,KD0412,NMIS,Zangon Aya,19004,Igabi,KD,Kaduna,7.717871040000034,10.927112700000066
POINT,10.812135101000024,7.303511750000041,0b7da568-23d4-4fac-801d-840afbb04fab,Eccde Sabon Birnin Daji Pre Primary School,Primary,Standard,Public,Formal,School,,,KD0410,NMIS,Sabon Birnin,19004,Igabi,KD,Kaduna,7.303511750000041,10.812135101000024
POINT,9.658119679000038,7.932241559000033,0b80167c-7efe-42fa-8cff-1d3e4de6b2d7,Universal Basic Education Primary School Sabon Gari Gantan,Primary,Primary,Public,Formal,School,,,KD0811,NMIS,Kwaturu,19008,Kachia,KD,Kaduna,7.932241559000033,9.658119679000038
POINT,10.434871120000025,7.428438210000024,0ba2d77c-e465-4d13-94f4-e15577cbccd0,World Class Schools,Primary,Standard,Private,Formal,School,,,KD0212,NMIS,Yelwa,19002,Chikun,KD,Kaduna,7.428438210000024,10.434871120000025
POINT,10.880215591000024,7.713465110000072,0ba5e4c8-c789-48ef-aa78-facbf5995809,Anguwan Bouwa Primary School,Primary,Primary,Public,Formal,School,,,KD0411,NMIS,Turunku,19004,Igabi,KD,Kaduna,7.713465110000072,10.880215591000024
POINT,11.261415370000066,7.429856190000066,0bcd35a7-ec4e-4db4-b5fa-701cb1867e3c,Nomadic Primary School Kwandari,Primary,Primary,Public,Formal,School,,,KD0304,NMIS,Giwa,19003,Giwa,KD,Kaduna,7.429856190000066,11.261415370000066
POINT,10.459105041000043,7.3979691000000685,0bcf55e4-ea44-45ca-80eb-8cb6fc2f3098,Maranathan Children School,Primary,Standard,Private,Formal,School,,,KD0210,NMIS,Sabon Gari Nassarawa,19002,Chikun,KD,Kaduna,7.3979691000000685,10.459105041000043
POINT,11.319576501000029,7.750977874000057,0be781fc-b987-40aa-b472-2570b2da3a43,Government Secondary School Kudan Junior,Secondary,Junior,Public,Formal,School,,,KD1606,NMIS,Kudan,19016,Kudan,KD,Kaduna,7.750977874000057,11.319576501000029
POINT,11.119411341000045,7.734273830000063,0bfb661b-d14a-4f70-9d35-7368b1367ac9,St?? John Nursery and Primary School,Primary,Standard,Faith Based,Integrated,School,,,KD1908,NMIS,Muchiya,19019,Sabon Gari,KD,Kaduna,7.734273830000063,11.119411341000045
POINT,10.992485110000075,7.73931605000007,0c0bd404-6d2d-4706-a2b4-211340cc56f4,Damako Primary School,Primary,Primary,Public,Formal,School,,,KD2313,NMIS,Wuciciri,19023,Zaria,KD,Kaduna,7.73931605000007,10.992485110000075
POINT,11.050239801000032,7.686599493000074,0c139e36-a1ee-44e3-89e5-a570841960b6,Government Secondary School Kofan Kuyanbana,Secondary,Standard,Public,Formal,School,,,KD2303,NMIS,Gyellesu,19023,Zaria,KD,Kaduna,7.686599493000074,11.050239801000032
POINT,10.588860821000026,7.472224230000052,0c1876a8-41fd-4e0b-b87e-6e3f78f6fdde,LEA,Primary,Standard,Public,Formal,School,,,KD0408,NMIS,Rigachikun,19004,Igabi,KD,Kaduna,7.472224230000052,10.588860821000026
POINT,11.310591100000067,7.916786671000068,0c22dce6-4489-4952-a993-36eff85de061,Universal Basic Education,Primary,Primary,Public,Formal,School,,,KD1804,NMIS,Gimi,19018,Makarfi,KD,Kaduna,7.916786671000068,11.310591100000067
POINT,9.692885501000035,8.324360210000066,0c234614-1dc6-4c93-a384-290c162d5c27,Universal Basic Education Techet,Primary,Standard,Public,Formal,School,,,KD2205,NMIS,Madakiya,19022,Zangon Kataf,KD,Kaduna,8.324360210000066,9.692885501000035
POINT,10.677114691000043,7.979556010000067,0c236fbd-1c5d-4edb-8198-568c666f73d0,LEA Amanawa,Primary,Primary,Public,Formal,School,,,KD1410,NMIS,Makami,19014,Kauru,KD,Kaduna,7.979556010000067,10.677114691000043
POINT,10.300166670000067,8.547855000000027,0c2ec244-359b-4cad-bfec-72b590316e20,LEA Primary School Rimi Dogon Daji,Primary,Primary,Public,Formal,School,,,KD1709,NMIS,Raminkura,19017,Lere,KD,Kaduna,8.547855000000027,10.300166670000067
